LemonEntry,partOfSpeech,writtenFormInfinitive,writtenFormThridPerson,writtenFormPast,writtenFormPerfect,preposition,SyntacticFrame,subject,prepositionalAdjunct,sense,reference,domain,range
beginnen,verb,beginnen,beginnt,begann,begonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
beginnen,verb,beginnen,beginnt,begann,begonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
lernen,verb,lernen,lernt,lernte,gelernt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
leben,verb,leben,lebt,lebte,gelebt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
leben,verb,leben,lebt,lebte,gelebt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Location
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
leben,verb,leben,lebt,lebte,gelebt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
eröffnen,verb,eröffnen,eröffnet,eröffnete,eröffnet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
gelten,verb,gelten,gilt,galt,gegolten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
schließen,verb,schließen,schließt,schloss,geschlossen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
landen,verb,landen,landet,landete,gelandet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
starten,verb,starten,startet,startete,gestartet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
stehen,verb,stehen,steht,stand,gestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
unterstehen,verb,unterstehen,untersteht,unterstand,untergestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
leben,verb,leben,lebt,lebte,gelebt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
wählen,verb,wählen,wählt,wählte,gewählt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
gewinnen,verb,gewinnen,gewinnt,gewann,gewonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
wählen,verb,wählen,wählt,wählte,gewählt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
laufen,verb,laufen,läuft,lief,gelaufen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
wählen,verb,wählen,wählt,wählte,gewählt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
stehen,verb,stehen,steht,stand,gestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
wählen,verb,wählen,wählt,wählte,gewählt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
studieren,verb,studieren,studiert,studierte,studiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
studieren,verb,studieren,studiert,studierte,studiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
leben,verb,leben,lebt,lebte,gelebt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
stehen,verb,stehen,steht,stand,gestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
studieren,verb,studieren,studiert,studierte,studiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
treten,verb,treten,tritt,trat,getreten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
beginnen,verb,beginnen,beginnt,begann,begonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
starten,verb,starten,startet,startete,gestartet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
starten,verb,starten,startet,startete,gestartet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
gebären,verb,gebären,gebärt,gebar,geboren,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
arbeiten,verb,arbeiten,arbeitet,arbeitete,gearbeitet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
antreten,verb,antreten,antritt,antrat,angetreten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
gewinnen,verb,gewinnen,gewinnt,gewann,gewonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
leben,verb,leben,lebt,lebte,gelebt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
scheitern,verb,scheitern,scheitert,scheiterte,gescheitert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
feiern,verb,feiern,feiert,feierte,gefeiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
scheitern,verb,scheitern,scheitert,scheiterte,gescheitert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
gelingen,verb,gelingen,gelingt,gelang,gelungen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
starten,verb,starten,startet,startete,gestartet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
starten,verb,starten,startet,startete,gestartet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
steigen,verb,steigen,steigt,stieg,gestiegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
werfen,verb,werfen,wirft,warf,geworfen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
gelten,verb,gelten,gilt,galt,gegolten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
scheitern,verb,scheitern,scheitert,scheiterte,gescheitert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
ziehen,verb,ziehen,zieht,zog,gezogen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
entscheiden,verb,entscheiden,entscheidet,entschied,entschieden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
spielen,verb,spielen,spielt,spielte,gespielt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
gewinnen,verb,gewinnen,gewinnt,gewann,gewonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
feiern,verb,feiern,feiert,feierte,gefeiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
gelingen,verb,gelingen,gelingt,gelang,gelungen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
laufen,verb,laufen,läuft,lief,gelaufen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
fallen,verb,fallen,fällt,fiel,gefallen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
gelingen,verb,gelingen,gelingt,gelang,gelungen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
gelingen,verb,gelingen,gelingt,gelang,gelungen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
laufen,verb,laufen,läuft,lief,gelaufen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
versuchen,verb,versuchen,versucht,versuchte,versucht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
gewinnen,verb,gewinnen,gewinnt,gewann,gewonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
eröffnen,verb,eröffnen,eröffnet,eröffnete,eröffnet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
eröffnen,verb,eröffnen,eröffnet,eröffnete,eröffnet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
gelten,verb,gelten,gilt,galt,gegolten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
gelten,verb,gelten,gilt,galt,gegolten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
beginnen,verb,beginnen,beginnt,begann,begonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
stehen,verb,stehen,steht,stand,gestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
beginnen,verb,beginnen,beginnt,begann,begonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
stehen,verb,stehen,steht,stand,gestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
schließen,verb,schließen,schließt,schloss,geschlossen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
schließen,verb,schließen,schließt,schloss,geschlossen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
stürzen,verb,stürzen,stürzt,stürzte,gestürzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
stürzen,verb,stürzen,stürzt,stürzte,gestürzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
sehen,verb,sehen,sieht,sah,gesehen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
laufen,verb,laufen,läuft,lief,gelaufen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
sehen,verb,sehen,sieht,sah,gesehen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
fließen,verb,fließen,fließt,floss,geflossen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
laufen,verb,laufen,läuft,lief,gelaufen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
wählen,verb,wählen,wählt,wählte,gewählt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
wählen,verb,wählen,wählt,wählte,gewählt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
fließen,verb,fließen,fließt,floss,geflossen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
steigen,verb,steigen,steigt,stieg,gestiegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
ruhen,verb,ruhen,ruht,ruhte,geruht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
steigen,verb,steigen,steigt,stieg,gestiegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
ruhen,verb,ruhen,ruht,ruhte,geruht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
heiraten,verb,heiraten,heiratet,heiratete,geheiratet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
heiraten,verb,heiraten,heiratet,heiratete,geheiratet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
scheitern,verb,scheitern,scheitert,scheiterte,gescheitert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
lernen,verb,lernen,lernt,lernte,gelernt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road
fließen,verb,fließen,fließt,floss,geflossen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
fließen,verb,fließen,fließt,floss,geflossen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
wohnen,verb,wohnen,wohnt,wohnte,gewohnt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Location
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
unterstellen,verb,unterstellen,unterstellt,unterstellte,unterstellt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Currency
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Currency
stehen,verb,stehen,steht,stand,gestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Currency
unterstehen,verb,unterstehen,untersteht,unterstand,untergestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
leben,verb,leben,lebt,lebte,gelebt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Currency
treten,verb,treten,tritt,trat,getreten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Currency
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
gelten,verb,gelten,gilt,galt,gegolten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Currency
gelten,verb,gelten,gilt,galt,gegolten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
sehen,verb,sehen,sieht,sah,gesehen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
stehen,verb,stehen,steht,stand,gestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Currency
stürzen,verb,stürzen,stürzt,stürzte,gestürzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
stürzen,verb,stürzen,stürzt,stürzte,gestürzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
entscheiden,verb,entscheiden,entscheidet,entschied,entschieden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
entscheiden,verb,entscheiden,entscheidet,entschied,entschieden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
stürzen,verb,stürzen,stürzt,stürzte,gestürzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
