LemonEntry,partOfSpeech,writtenFormInfinitive,writtenForm3rdPresent,writtenFormPast,writtenFormPerfect,SyntacticFrame,subject,directObject,sense,reference,domain,range,passivePreposition
auswählen,verb,auswählen,auswählt,auswählte,ausgewählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
lieben,verb,lieben,liebt,liebte,geliebt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
kämpfen,verb,kämpfen,kämpft,kämpfte,gekämpft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
tragen,verb,tragen,trägt,trug,getragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
begleiten,verb,begleiten,begleitet,begleitete,begleitet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
lieb,verb,lieb,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
verlieren,verb,verlieren,verliert,verlor,verloren,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
gelangt,verb,gelangt,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
ziehen,verb,ziehen,zieht,zog,gezogen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
kritisieren,verb,kritisieren,kritisiert,kritisierte,kritisiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
mitwirken,verb,mitwirken,mitwirkt,mitwirkte,mitgewirkt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
markieren,verb,markieren,markiert,markierte,markiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
beleuchten,verb,beleuchten,beleuchtet,beleuchtete,beleuchtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
lieb,verb,lieb,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
lieb,verb,lieb,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verlieren,verb,verlieren,verliert,verlor,verloren,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
gelangt,verb,gelangt,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
markieren,verb,markieren,markiert,markierte,markiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
ziehen,verb,ziehen,zieht,zog,gezogen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
ziehen,verb,ziehen,zieht,zog,gezogen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
knüpfen,verb,knüpfen,knüpft,knüpfte,geknüpft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
tragen,verb,tragen,trägt,trug,getragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
ansiedeln,verb,ansiedeln,ansiedelt,ansiedelte,angesiedelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vereinen,verb,vereinen,vereint,vereinte,vereint,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
erstellen,verb,erstellen,erstellt,erstellte,erstellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
betragen,verb,betragen,beträgt,betrug,betragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
planen,verb,planen,plant,plante,geplant,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
liefern,verb,liefern,liefert,lieferte,geliefert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verleihen,verb,verleihen,verleiht,verlieh,verliehen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
entwickeln,verb,entwickeln,entwickelt,entwickelte,entwickelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
erreichen,verb,erreichen,erreicht,erreichte,erreicht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
komponieren,verb,komponieren,komponiert,komponierte,komponiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
schaffen,verb,schaffen,schafft,schaffte,geschafft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
erstellen,verb,erstellen,erstellt,erstellte,erstellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vereinen,verb,vereinen,vereint,vereinte,vereint,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
betragen,verb,betragen,beträgt,betrug,betragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verbinden,verb,verbinden,verbindet,verband,verbunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
planen,verb,planen,plant,plante,geplant,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
schaffen,verb,schaffen,schafft,schaffte,geschafft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
erstellen,verb,erstellen,erstellt,erstellte,erstellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
entdecken,verb,entdecken,entdeckt,entdeckte,entdeckt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
basierte,verb,basierte,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
heißen,verb,heißen,heißt,hieß,geheißen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
entwickeln,verb,entwickeln,entwickelt,entwickelte,entwickelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
erfahren,verb,erfahren,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verarbeiten,verb,verarbeiten,verarbeitet,verarbeitete,verarbeitet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
schlagen,verb,schlagen,schlägt,schlug,geschlagen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bauen,verb,bauen,baut,baute,gebaut,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
fördern,verb,fördern,fördert,förderte,gefördert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
gestalten,verb,gestalten,gestaltet,gestaltete,gestaltet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
knüpfen,verb,knüpfen,knüpft,knüpfte,geknüpft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
präsentieren,verb,präsentieren,präsentiert,präsentierte,präsentiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bekennen,verb,bekennen,bekennt,bekannte,bekannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
kritisieren,verb,kritisieren,kritisiert,kritisierte,kritisiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
mitwirken,verb,mitwirken,mitwirkt,mitwirkte,mitgewirkt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
geraten,verb,geraten,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
lassen,verb,lassen,lässt,ließ,lassen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
herstellen,verb,herstellen,herstellt,herstellte,hergestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bauen,verb,bauen,baut,baute,gebaut,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
knüpfen,verb,knüpfen,knüpft,knüpfte,geknüpft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
fördern,verb,fördern,fördert,förderte,gefördert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
gestalten,verb,gestalten,gestaltet,gestaltete,gestaltet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
berichten,verb,berichten,berichtet,berichtete,berichtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
markieren,verb,markieren,markiert,markierte,markiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
mitwirken,verb,mitwirken,mitwirkt,mitwirkte,mitgewirkt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
gelangt,verb,gelangt,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
komponieren,verb,komponieren,komponiert,komponierte,komponiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
verfolgen,verb,verfolgen,verfolgt,verfolgte,verfolgt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
schaffen,verb,schaffen,schafft,schaffte,geschafft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
entdecken,verb,entdecken,entdeckt,entdeckte,entdeckt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
fertigstellen,verb,fertigstellen,fertigstellt,fertigstellte,fertiggestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
ankündigen,verb,ankündigen,ankündigt,ankündigte,angekündigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
sprechen,verb,sprechen,spricht,sprach,gesprochen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bauen,verb,bauen,baut,baute,gebaut,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
töten,verb,töten,tötet,tötete,getötet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
schlagen,verb,schlagen,schlägt,schlug,geschlagen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
verarbeiten,verb,verarbeiten,verarbeitet,verarbeitete,verarbeitet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
wissen,verb,wissen,weiß,wusste,gewusst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
agieren,verb,agieren,agiert,agierte,agiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
rekonstruieren,verb,rekonstruieren,rekonstruiert,rekonstruierte,rekonstruiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
halten,verb,halten,hält,hielt,gehalten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
erfahren,verb,erfahren,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
bekommen,verb,bekommen,bekommt,bekam,bekommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
verwechseln,verb,verwechseln,verwechselt,verwechselte,verwechselt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
küssen,verb,küssen,küsst,küsste,geküsst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
interpretieren,verb,interpretieren,interpretiert,interpretierte,interpretiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
präsentieren,verb,präsentieren,präsentiert,präsentierte,präsentiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
entdecken,verb,entdecken,entdeckt,entdeckte,entdeckt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
fertigstellen,verb,fertigstellen,fertigstellt,fertigstellte,fertiggestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verlegen,verb,verlegen,verlegt,verlegte,verlegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
ankündigen,verb,ankündigen,ankündigt,ankündigte,angekündigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
auswählen,verb,auswählen,auswählt,auswählte,ausgewählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verfolgen,verb,verfolgen,verfolgt,verfolgte,verfolgt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
kämpfen,verb,kämpfen,kämpft,kämpfte,gekämpft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
erfahren,verb,erfahren,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
rekonstruieren,verb,rekonstruieren,rekonstruiert,rekonstruierte,rekonstruiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
existieren,verb,existieren,existiert,existierte,existiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
agieren,verb,agieren,agiert,agierte,agiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bekommen,verb,bekommen,bekommt,bekam,bekommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
wissen,verb,wissen,weiß,wusste,gewusst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verarbeiten,verb,verarbeiten,verarbeitet,verarbeitete,verarbeitet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
treffen,verb,treffen,trifft,traf,getroffen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
helfen,verb,helfen,hilft,half,geholfen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
beinhalten,verb,beinhalten,beinhaltet,beinhaltete,beinhaltet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
betragen,verb,betragen,beträgt,betrug,betragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vereinen,verb,vereinen,vereint,vereinte,vereint,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
sprechen,verb,sprechen,spricht,sprach,gesprochen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
begeben,verb,begeben,begibt,begab,begeben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
töten,verb,töten,tötet,tötete,getötet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
berichten,verb,berichten,berichtet,berichtete,berichtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
begründen,verb,begründen,begründet,begründete,begründet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
interpretieren,verb,interpretieren,interpretiert,interpretierte,interpretiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
befinden,verb,befinden,befindet,befand,befunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
verwechseln,verb,verwechseln,verwechselt,verwechselte,verwechselt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
eröffnet,verb,eröffnet,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
helfen,verb,helfen,hilft,half,geholfen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
treffen,verb,treffen,trifft,traf,getroffen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bekommen,verb,bekommen,bekommt,bekam,bekommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
existieren,verb,existieren,existiert,existierte,existiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
rekonstruieren,verb,rekonstruieren,rekonstruiert,rekonstruierte,rekonstruiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
wissen,verb,wissen,weiß,wusste,gewusst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
planen,verb,planen,plant,plante,geplant,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
wirken,verb,wirken,wirkt,wirkte,gewirkt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
entwickeln,verb,entwickeln,entwickelt,entwickelte,entwickelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
geben,verb,geben,gibt,gab,gegeben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
ermorden,verb,ermorden,ermordet,ermordete,ermordet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
anlegen,verb,anlegen,anlegt,anlegte,angelegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
begeben,verb,begeben,begibt,begab,begeben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
fahren,verb,fahren,fährt,fuhr,gefahren,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
töten,verb,töten,tötet,tötete,getötet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
eröffnet,verb,eröffnet,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
begründen,verb,begründen,begründet,begründete,begründet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
befinden,verb,befinden,befindet,befand,befunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
interpretieren,verb,interpretieren,interpretiert,interpretierte,interpretiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verwechseln,verb,verwechseln,verwechselt,verwechselte,verwechselt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verlieren,verb,verlieren,verliert,verlor,verloren,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
treffen,verb,treffen,trifft,traf,getroffen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verlegen,verb,verlegen,verlegt,verlegte,verlegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
einreichen,verb,einreichen,einreicht,einreichte,eingereicht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
enden,verb,enden,endet,endete,geendet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
gestalten,verb,gestalten,gestaltet,gestaltete,gestaltet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
benennen,verb,benennen,benennt,benannte,benannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verpflichten,verb,verpflichten,verpflichtet,verpflichtete,verpflichtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
konkurrierte,verb,konkurrierte,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
