QALD id,match status,QALD question,QueGG question,comment,QALD SPARQL query,QueGG SPARQL query,TP,FP,FN,Precision,Recall,F-Measure
126,0.8196721311,Give me the currency of China.,"""Give me all currencies of China""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE { 
 res:China dbo:currency ?uri . 
}","""select ?o 
{
 <http://dbpedia.org/resource/China> <http://dbpedia.org/ontology/currency> ?o . 
}""",1,0,0,1,1,1
127,1,Who are the developers of DBpedia?,"""Who are the developers of DBpedia?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/DBpedia> <http://dbpedia.org/ontology/developer> ?uri . },"""select ?o 
{
 <http://dbpedia.org/resource/DBpedia> <http://dbpedia.org/ontology/developer> ?o . 
}""",3,0,0,1,1,1
128,0.7191011236,Does Abraham Lincoln's death place have a website?,"""What is Abraham Lincoln 's death place?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
 res:Abraham_Lincoln dbo:deathPlace ?p .
 ?p dbo:website ?w . 
}","""select ?o 
{
 <http://dbpedia.org/resource/Abraham_Lincoln> <http://dbpedia.org/ontology/deathPlace> ?o . 
}""",0,1,1,0,0,0
129,0.9655172414,Who is the king of Parliament of Australia?,"""What is the king of Parliament of Australia?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Parliament_of_Australia> <http://dbpedia.org/ontology/leader> ?uri . ?uri a <http://dbpedia.org/ontology/Royalty> . },"""select ?o 
{
 <http://dbpedia.org/resource/Parliament_of_Australia> <http://dbpedia.org/ontology/leader> ?o . 
}""",1,0,0,1,1,1
130,1,In which city did Nikos Kazantzakis die?,"""in which city did Nikos Kazantzakis die?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Nikos_Kazantzakis> <http://dbpedia.org/ontology/deathPlace> ?uri . ?uri a <http://dbpedia.org/ontology/City> . },"""select ?o 
{
 <http://dbpedia.org/resource/Nikos_Kazantzakis> <http://dbpedia.org/ontology/deathPlace> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . 
}""",1,0,0,1,1,1
131,0.9210526316,Who was the father of Queen Elizabeth II?,"""Who was the father of Elizabeth II?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri
WHERE { 
 res:Elizabeth_II dbp:father ?uri .
}","""select ?o 
{
 <http://dbpedia.org/resource/Elizabeth_II> <http://dbpedia.org/property/father> ?o . 
}""",1,0,0,1,1,1
132,0,Give me a list of all critically endangered birds.,,,SELECT DISTINCT ?uri ?p WHERE { ?uri a <http://dbpedia.org/ontology/Bird> . { ?uri <http://dbpedia.org/ontology/conservationStatus> 'CR'^^<http://www.w3.org/2001/XMLSchema#string> . } UNION { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Critically_endangered_animals> . } },,0,0,27,0,0,0
133,0,How many inhabitants does the largest city in Canada have?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
 res:Canada dbo:largestCity ?city . 
 ?city dbo:populationTotal ?num .
}",,0,0,1,0,0,0
134,0.7894736842,In which military conflicts did Thomas Edward Lawrence participate?,"""in which conflicts T. E. Lawrence participate?""",,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
 res:T._E._Lawrence dbo:battle ?uri . 
}","""select ?o 
{
 <http://dbpedia.org/resource/T._E._Lawrence> <http://dbpedia.org/ontology/battle> ?o . 
}""",6,0,0,1,1,1
135,0.7058823529,Which book has the most pages?,"""which book was published by GMT Games?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
 ?uri rdf:type dbo:Book . 
 ?uri dbo:numberOfPages ?n .
}
ORDER BY DESC(?n)
OFFSET 0 LIMIT 1","""select ?s 
{
 ?s <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/GMT_Games> . 
}""",0,9,1,0,0,0
136,0.9428571429,In which country does the Nile start?,"""in which country does Nile start?""",,"PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
 res:Nile dbp:mouthLocation ?uri .
}","""select ?o 
{
 <http://dbpedia.org/resource/Nile> <http://dbpedia.org/property/mouthLocation> ?o . 
}""",2,0,0,1,1,1
137,0,Who is the Formula 1 race driver with the most races?,,,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FormulaOneRacer> . ?uri <http://dbpedia.org/ontology/races> ?x . } ORDER BY DESC(?x) OFFSET 0 LIMIT 1,,0,0,1,0,0,0
138,0.8358208955,Which companies produce hovercrafts?,"""which ships produce Hovercraft?""",,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Hovercraft> . },"""select ?s 
{
 ?s <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Hovercraft> . 
}""",6,0,0,1,1,1
139,0.7419354839,Did Elvis Presley have children?,"""Who is Elvis Presley 's child?""",,ASK WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?uri . },"""select ?o 
{
 <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?o . 
}""",0,1,1,0,0,0
140,0.8979591837,In which city was the president of Montenegro born?,"""in which city did President of Montenegro born?""",,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/office> <http://dbpedia.org/resource/President_of_Montenegro> . ?x <http://dbpedia.org/ontology/birthPlace> ?uri . ?uri a <http://dbpedia.org/ontology/City> . },"""select ?o 
{
 <http://dbpedia.org/resource/President_of_Montenegro> <http://dbpedia.org/ontology/birthPlace> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . 
}""",0,0,0,0,0,0
141,1,Which city was Bill Gates born in?,"""which city was Bill Gates born in?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bill_Gates> <http://dbpedia.org/ontology/birthPlace> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . },"""select ?o 
{
 <http://dbpedia.org/resource/Bill_Gates> <http://dbpedia.org/ontology/birthPlace> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . 
}""",1,0,0,1,1,1
142,0.7654320988,In which countries do people speak Japanese?,"""in which countries does start Ganges?""",,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/ontology/language> <http://dbpedia.org/resource/Japanese_language> . },"""select ?o 
{
 <http://dbpedia.org/resource/Ganges> <http://dbpedia.org/property/mouthLocation> ?o . 
}""",0,1,12,0,0,0
143,0,Show me the book that Muhammad Ali wrote.,,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri 
WHERE { 
 ?uri rdf:type dbo:Book . 
 ?uri dbo:author res:Muhammad_Ali . 
}",,0,0,2,0,0,0
144,0.7727272727,Is Michelle Obama the wife of Barack Obama?,"""Who is the wife of the wife of Barack Obama??""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
 res:Barack_Obama dbo:spouse res:Michelle_Obama .
}","""SELECT DISTINCT ?objOfProp WHERE 
{
 ?subjOfProp <http://dbpedia.org/ontology/spouse> ?objOfProp . <http://dbpedia.org/resource/Barack_Obama> <http://dbpedia.org/ontology/spouse> ?subjOfProp .
}""",0,1,1,0,0,0
145,1,What is the area code of Berlin?,"""What is the area code of Berlin?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?string 
WHERE {
 res:Berlin dbo:areaCode ?string .
}","""select ?o 
{
 <http://dbpedia.org/resource/Berlin> <http://dbpedia.org/ontology/areaCode> ?o . 
}""",1,0,0,1,1,1
146,0.8510638298,Give me all actors starring in Last Action Hero.,"""Give me all persons starr in Last Action Hero?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Last_Action_Hero dbo:starring ?uri . 
}","""select ?o 
{
 <http://dbpedia.org/resource/Last_Action_Hero> <http://dbpedia.org/ontology/starring> ?o . 
}""",10,0,0,1,1,1
147,1,What are the nicknames of San Francisco?,"""What are the nicknames of San Francisco?""",,SELECT DISTINCT ?string WHERE { <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname> ?string . },"""select ?o 
{
 <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname> ?o . 
}""",1,0,0,1,1,1
148,0.7462686567,What was the first Queen album?,"""What was the first season of Batman?""",,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Album> . ?uri <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/Queen_(band)> . ?uri <http://dbpedia.org/ontology/releaseDate> ?d . } ORDER BY ASC(?d) OFFSET 0 LIMIT 1,"""select ?o 
{
 <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/seasonNumber> ?o . 
}""",0,0,1,0,0,0
149,0.9310344828,Through which countries does the El Burguillo Reservoir flow?,"""through which country does El Burguillo Reservoir flow?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
 res:El_Burguillo_Reservoir dbp:country ?uri .
}","""select ?o 
{
 <http://dbpedia.org/resource/El_Burguillo_Reservoir> <http://dbpedia.org/property/country> ?o . 
}""",1,0,0,1,1,1
150,1,Which television shows were created by Walt Disney?,"""which Television shows were created by Walt Disney?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
 ?uri rdf:type dbo:TelevisionShow .
 ?uri dbo:creator res:Walt_Disney .
}","""select ?s 
{
 ?s <http://dbpedia.org/ontology/creator> <http://dbpedia.org/resource/Walt_Disney> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow> . 
}""",6,0,0,1,1,1
151,0,What is the bridge with the longest span?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
 ?uri rdf:type dbo:Bridge .
 ?uri dbo:mainspan ?s . 
} 
ORDER BY DESC(?s) 
OFFSET 0 LIMIT 1",,0,0,1,0,0,0
152,0.7368421053,What country is Epicentric from?,"""Whom is Epicentric found?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Epicentric> <http://dbpedia.org/ontology/foundationPlace> ?uri . },"""select ?o 
{
 <http://dbpedia.org/resource/Epicentric> <http://dbpedia.org/ontology/foundedBy> ?o . 
}""",0,0,1,0,0,0
153,1,Whom did Donald Trump marry?,"""Whom did Donald Trump marry?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Donald_Trump> . },"""select ?s 
{
 ?s <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Donald_Trump> . 
}""",3,0,0,1,1,1
154,1,What is the capital of Canada?,"""What is the capital of Canada?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
 res:Canada dbo:capital ?uri .
}","""select ?o 
{
 <http://dbpedia.org/resource/Canada> <http://dbpedia.org/ontology/capital> ?o . 
}""",1,0,0,1,1,1
155,1,Who was Friedrich Wilhelm Joseph Schelling inspired by?,"""Who was Friedrich Wilhelm Joseph Schelling inspired by?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/Friedrich_Wilhelm_Joseph_Schelling> . },"""select ?s 
{
 ?s <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/Friedrich_Wilhelm_Joseph_Schelling> . 
}""",6,0,0,1,1,1
156,1,In which city did John F. Kennedy die?,"""in which city did John F. Kennedy die?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE { 
 res:John_F._Kennedy dbo:deathPlace ?uri .
 ?uri rdf:type dbo:City .
}","""select ?o 
{
 <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathPlace> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . 
}""",1,0,0,1,1,1
157,0,Was U.S. president Jackson involved in a war?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
 res:Andrew_Jackson dbo:battle ?battle . 
}",,0,0,1,0,0,0
158,0.8387096774,Who wrote the Game of Thrones theme?,"""Who wrote Game of Thrones?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Game_of_Thrones> <http://dbpedia.org/ontology/composer> ?uri. },"""select ?o 
{
 <http://dbpedia.org/resource/Game_of_Thrones> <http://dbpedia.org/ontology/composer> ?o . 
}""",1,0,0,1,1,1
159,0.935483871,Who designed the Brooklyn Bridge?,"""Who designed Brooklyn Bridge?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
 res:Brooklyn_Bridge dbo:architect ?uri .
}","""select ?o 
{
 <http://dbpedia.org/resource/Brooklyn_Bridge> <http://dbpedia.org/ontology/architect> ?o . 
}""",1,0,0,1,1,1
160,1,When did Boris Becker end his active career?,"""When did Boris Becker end his active career?""",,SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Boris_Becker> <http://dbpedia.org/ontology/activeYearsEndDate> ?d . },"""select ?o 
{
 <http://dbpedia.org/resource/Boris_Becker> <http://dbpedia.org/ontology/activeYearsEndDate> ?o . 
}""",1,0,0,1,1,1
161,0.8,Which types of grapes grow in Oregon?,"""which grapes grow in Oregon wine?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Oregon_wine> <http://dbpedia.org/ontology/growingGrape> ?uri . },"""select ?o 
{
 <http://dbpedia.org/resource/Oregon_wine> <http://dbpedia.org/ontology/growingGrape> ?o . 
}""",84,0,0,1,1,1
162,1,How tall is Michael Jordan?,"""How tall is Michael Jordan?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
 res:Michael_Jordan dbo:height ?num .
}","""select ?o 
{
 <http://dbpedia.org/resource/Michael_Jordan> <http://dbpedia.org/ontology/height> ?o . 
}""",1,0,0,1,1,1
163,0.9892473118,To which party does the mayor of Paris belong?,"""to which party does the mayor of Paris? belong?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?x . ?x <http://dbpedia.org/ontology/party> ?uri . },"""SELECT DISTINCT ?objOfProp WHERE 
{
 ?subjOfProp <http://dbpedia.org/ontology/party> ?objOfProp . <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?subjOfProp .
}""",1,0,0,1,1,1
164,0.8860759494,Who wrote the book The Pillars of the Earth?,"""Who wrote The Pillars of the Earth?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
 res:The_Pillars_of_the_Earth dbo:author ?uri .
}","""select ?o 
{
 <http://dbpedia.org/resource/The_Pillars_of_the_Earth> <http://dbpedia.org/ontology/author> ?o . 
}""",1,0,0,1,1,1
165,0.8636363636,Who was the 16th president of the United States?,"""What was the president of United States?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:office 'President of the United States' .
 ?uri dbo:orderInOffice '16th' .
}","""select ?o 
{
 <http://dbpedia.org/resource/United_States> <http://dbpedia.org/ontology/office> ?o . 
}""",0,0,0,0,0,0
166,0.9375,How high is the Mount Kilimanjaro?,"""How high is Mount Kilimanjaro?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
 res:Mount_Kilimanjaro dbo:elevation ?num.
}","""select ?o 
{
 <http://dbpedia.org/resource/Mount_Kilimanjaro> <http://dbpedia.org/ontology/elevation> ?o . 
}""",1,0,0,1,1,1
167,1,Who was the doctoral supervisor of Albert Einstein?,"""Who was the doctoral supervisor of Albert Einstein?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor> ?uri . },"""select ?o 
{
 <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor> ?o . 
}""",1,0,0,1,1,1
168,1,In which city does Bruny Surin live?,"""in which city does Bruny Surin live?""",,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/City> . <http://dbpedia.org/resource/Bruny_Surin> <http://dbpedia.org/ontology/residence> ?uri . },"""select ?o 
{
 <http://dbpedia.org/resource/Bruny_Surin> <http://dbpedia.org/ontology/residence> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . 
}""",1,0,0,1,1,1
169,0.9512195122,What is the currency of the Czech Republic?,"""What is the currency of Czech Republic?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Czech_Republic dbo:currency ?uri .
}","""select ?o 
{
 <http://dbpedia.org/resource/Czech_Republic> <http://dbpedia.org/ontology/currency> ?o . 
}""",1,0,0,1,1,1
170,0.7540983607,Did Socrates influence Aristotle?,"""the influencer of Aristotle?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
 res:Aristotle dbo:influencedBy res:Socrates .
}","""select ?o 
{
 <http://dbpedia.org/resource/Aristotle> <http://dbpedia.org/ontology/influenced> ?o . 
}""",0,0,1,0,0,0
171,1,What is the time zone of Salt Lake City?,"""What is the time zone of Salt Lake City?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
 res:Salt_Lake_City dbp:timezone ?uri . 
}","""select ?o 
{
 <http://dbpedia.org/resource/Salt_Lake_City> <http://dbpedia.org/ontology/timeZone> ?o . 
}""",1,0,0,1,1,1
172,0.8387096774,Who is the son of Sonny and Cher?,"""Who is the son of Sonny Bono?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Cher> . ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Sonny_Bono> . },"""select ?o 
{
 <http://dbpedia.org/resource/Sonny_Bono> <http://dbpedia.org/ontology/child> ?o . 
}""",0,0,1,0,0,0
173,0.8666666667,In which city are the headquarters of the United Nations?,"""in which cities are Headquarters of the United Nations located?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Headquarters_of_the_United_Nations> <http://dbpedia.org/ontology/location> ?uri . ?uri a <http://dbpedia.org/ontology/City> . },"""select ?o 
{
 <http://dbpedia.org/resource/Headquarters_of_the_United_Nations> <http://dbpedia.org/property/location> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . 
}""",1,0,0,1,1,1
174,1,Who is the founder of Penguin Books?,"""Who is the founder of Penguin Books?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
 res:Penguin_Books dbo:founder ?uri .
}","""select ?o 
{
 <http://dbpedia.org/resource/Penguin_Books> <http://dbpedia.org/ontology/founder> ?o . 
}""",1,0,0,1,1,1
175,1,When was Jack Wolfskin founded?,"""When was Jack Wolfskin founded?""",,SELECT DISTINCT ?year WHERE { <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/foundingYear> ?year . },"""select ?o 
{
 <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/foundingYear> ?o . 
}""",1,0,0,1,1,1
176,1,Who is the mayor of Moscow?,"""Who is the mayor of Moscow?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Moscow dbo:leaderName ?uri .
}","""select ?o 
{
 <http://dbpedia.org/resource/Moscow> <http://dbpedia.org/ontology/leaderName> ?o . 
}""",1,0,0,1,1,1
177,0.776119403,Give me all Swedish oceanographers.,"""Give me all sons of Oceanography""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:field res:Oceanography . 
 ?uri dbo:birthPlace res:Sweden . 
}","""select ?o 
{
 <http://dbpedia.org/resource/Oceanography> <http://dbpedia.org/ontology/child> ?o . 
}""",0,0,0,0,0,0
178,0,Show me Hemingway's autobiography.,,,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Ernest_Hemingway> . ?uri <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Autobiography> . },,0,0,1,0,0,0
179,0.9898989899,Who are the parents of the wife of Juan Carlos I?,"""Who are the parents of the wife of Juan Carlos I??""",,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
 res:Juan_Carlos_I_of_Spain dbo:spouse ?x . 
 ?x dbo:parent ?uri . 
}","""SELECT DISTINCT ?objOfProp WHERE 
{
 ?subjOfProp <http://dbpedia.org/ontology/parent> ?objOfProp . <http://dbpedia.org/resource/Juan_Carlos_I_of_Spain> <http://dbpedia.org/ontology/spouse> ?subjOfProp .
}""",0,0,0,0,0,0
180,0.7272727273,Did Tesla win a nobel prize in physics?,"""Who was won by Nobel Prize in Physics?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
 res:Nikola_Tesla dbo:award res:Nobel_Prize_in_Physics .
}","""select ?s 
{
 ?s <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Nobel_Prize_in_Physics> . 
}""",0,190,1,0,0,0
181,1,Who is the tallest basketball player?,"""Who is the tallest basketball player?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> . ?uri <http://dbpedia.org/ontology/height> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1,"""SELECT DISTINCT ?subjOfProp WHERE 
{
 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> . ?subjOfProp <http://dbpedia.org/ontology/height> ?num . 
} ORDER BY DESC(?num) LIMIT 1""",1,0,0,1,1,1
182,0.7076923077,Which city has the least inhabitants?,"""which city was Cher live in?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . ?uri <http://dbpedia.org/ontology/populationTotal> ?pop . } ORDER BY ASC(?pop) OFFSET 0 LIMIT 1,"""select ?o 
{
 <http://dbpedia.org/resource/Cher> <http://dbpedia.org/ontology/residence> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . 
}""",0,0,1,0,0,0
183,0,Is proinsulin a protein?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK 
WHERE {
 res:Proinsulin rdf:type dbo:Protein .
}",,0,0,1,0,0,0
184,1,Who were the parents of Queen Victoria?,"""Who were the parents of Queen Victoria?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Queen_Victoria dbo:parent ?uri .
}","""select ?o 
{
 <http://dbpedia.org/resource/Queen_Victoria> <http://dbpedia.org/ontology/parent> ?o . 
}""",2,0,0,1,1,1
185,0.724137931,Did Che Guevara have children?,"""Who is Che Guevara 's child?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE { 
 res:Che_Guevara dbo:child ?uri . 
}","""select ?o 
{
 <http://dbpedia.org/resource/Che_Guevara> <http://dbpedia.org/ontology/child> ?o . 
}""",0,1,1,0,0,0
186,0,Is Lake Baikal bigger than the Great Bear Lake?,,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
ASK
WHERE { 
 res:Lake_Baikal dbo:areaTotal ?a1 . 
 res:Great_Bear_Lake dbo:areaTotal ?a2 .
 FILTER (?a1 > ?a2)
}",,0,0,1,0,0,0
187,0,Did Kaurism├ñki ever win the Grand Prix at Cannes?,,,ASK WHERE { <http://dbpedia.org/resource/Aki_Kaurism├ñki> <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Grand_Prix_(Cannes_Film_Festival)> . },,0,0,1,0,0,0
188,0.7346938776,Give me all books by William Goldman with more than 300 pages.,"""Give me all books by William Goldman""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
 ?uri rdf:type dbo:Book .
 ?uri dbo:author res:William_Goldman .
 ?uri dbo:numberOfPages ?x .
 FILTER (?x > 300)
}","""select ?s 
{
 ?s <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/William_Goldman> . 
}""",10,17,0,0.3703703704,1,0.5405405405
189,1,Where is Fort Knox located?,"""Where is Fort Knox located?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?uri . },"""select ?o 
{
 <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?o . 
}""",1,0,0,1,1,1
