LemonEntry,partOfSpeech,writtenForm,SyntacticFrame,copulativeSubject,attributiveArg,sense,reference,owl:onProperty,owl:hasValue,domain,range,question (attributive use),sparql1,question2 (predicative use),sparql2
Kuwaiti_112,adjective,Kuwaiti,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Kuwait,dbo:Film,dbo:Film,"Give me Kuwaiti (dbo:nationality res:Kuwait)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Kuwait. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Kuwaiti (dbo:nationality res:Kuwait)?",
Lao_113,adjective,Lao,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Laos,dbo:Film,dbo:Film,"Give me Lao (dbo:country res:Laos)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Laos. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Lao (dbo:country res:Laos)?",
Lao_114,adjective,Lao,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Laos,dbo:Film,dbo:Film,"Give me Lao (dbo:nationality res:Laos)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Laos. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Lao (dbo:nationality res:Laos)?",
Latvian_115,adjective,Latvian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Latvia,dbo:Film,dbo:Film,"Give me Latvian (dbo:country res:Latvia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Latvia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Latvian (dbo:country res:Latvia)?",
Latvian_116,adjective,Latvian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Latvia,dbo:Film,dbo:Film,"Give me Latvian (dbo:nationality res:Latvia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Latvia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Latvian (dbo:nationality res:Latvia)?",
Lebanese_117,adjective,Lebanese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Lebanon,dbo:Film,dbo:Film,"Give me Lebanese (dbo:country res:Lebanon)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Lebanon. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Lebanese (dbo:country res:Lebanon)?",
Lebanese_118,adjective,Lebanese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Lebanon,dbo:Film,dbo:Film,"Give me Lebanese (dbo:nationality res:Lebanon)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Lebanon. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Lebanese (dbo:nationality res:Lebanon)?",
Libyan_119,adjective,Libyan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Libya,dbo:Film,dbo:Film,"Give me Libyan (dbo:country res:Libya)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Libya. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Libyan (dbo:country res:Libya)?",
Libyan_120,adjective,Libyan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Libya,dbo:Film,dbo:Film,"Give me Libyan (dbo:nationality res:Libya)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Libya. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Libyan (dbo:nationality res:Libya)?",
Lithuanian_121,adjective,Lithuanian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Lithuania,dbo:Film,dbo:Film,"Give me Lithuanian (dbo:country res:Lithuania)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Lithuania. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Lithuanian (dbo:country res:Lithuania)?",
Lithuanian_122,adjective,Lithuanian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Lithuania,dbo:Film,dbo:Film,"Give me Lithuanian (dbo:nationality res:Lithuania)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Lithuania. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Lithuanian (dbo:nationality res:Lithuania)?",
Malagasy_123,adjective,Malagasy,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Madagascar,dbo:Film,dbo:Film,"Give me Malagasy (dbo:country res:Madagascar)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Madagascar. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Malagasy (dbo:country res:Madagascar)?",
Malagasy_124,adjective,Malagasy,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Madagascar,dbo:Film,dbo:Film,"Give me Malagasy (dbo:nationality res:Madagascar)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Madagascar. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Malagasy (dbo:nationality res:Madagascar)?",
Malaysian_125,adjective,Malaysian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Malaysia,dbo:Film,dbo:Film,"Give me Malaysian (dbo:country res:Malaysia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Malaysia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Malaysian (dbo:country res:Malaysia)?",
Malaysian_126,adjective,Malaysian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Malaysia,dbo:Film,dbo:Film,"Give me Malaysian (dbo:nationality res:Malaysia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Malaysia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Malaysian (dbo:nationality res:Malaysia)?",
Malian_127,adjective,Malian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Mali,dbo:Film,dbo:Film,"Give me Malian (dbo:country res:Mali)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Mali. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Malian (dbo:country res:Mali)?",
Malian_128,adjective,Malian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Mali,dbo:Film,dbo:Film,"Give me Malian (dbo:nationality res:Mali)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Mali. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Malian (dbo:nationality res:Mali)?",
Maltese_129,adjective,Maltese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Malta,dbo:Film,dbo:Film,"Give me Maltese (dbo:country res:Malta)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Malta. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Maltese (dbo:country res:Malta)?",
Maltese_130,adjective,Maltese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Malta,dbo:Film,dbo:Film,"Give me Maltese (dbo:nationality res:Malta)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Malta. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Maltese (dbo:nationality res:Malta)?",
Mexican_131,adjective,Mexican,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Mexico,dbo:Film,dbo:Film,"Give me Mexican (dbo:country res:Mexico)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Mexico. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Mexican (dbo:country res:Mexico)?",
Mexican_132,adjective,Mexican,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Mexico,dbo:Film,dbo:Film,"Give me Mexican (dbo:nationality res:Mexico)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Mexico. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Mexican (dbo:nationality res:Mexico)?",
Mongolian_133,adjective,Mongolian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Mongolia,dbo:Film,dbo:Film,"Give me Mongolian (dbo:country res:Mongolia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Mongolia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Mongolian (dbo:country res:Mongolia)?",
Mongolian_134,adjective,Mongolian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Mongolia,dbo:Film,dbo:Film,"Give me Mongolian (dbo:nationality res:Mongolia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Mongolia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Mongolian (dbo:nationality res:Mongolia)?",
Moroccan_135,adjective,Moroccan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Morocco,dbo:Film,dbo:Film,"Give me Moroccan (dbo:country res:Morocco)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Morocco. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Moroccan (dbo:country res:Morocco)?",
Moroccan_136,adjective,Moroccan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Morocco,dbo:Film,dbo:Film,"Give me Moroccan (dbo:nationality res:Morocco)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Morocco. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Moroccan (dbo:nationality res:Morocco)?",
Mozambican_137,adjective,Mozambican,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Mozambique,dbo:Film,dbo:Film,"Give me Mozambican (dbo:country res:Mozambique)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Mozambique. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Mozambican (dbo:country res:Mozambique)?",
Mozambican_138,adjective,Mozambican,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Mozambique,dbo:Film,dbo:Film,"Give me Mozambican (dbo:nationality res:Mozambique)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Mozambique. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Mozambican (dbo:nationality res:Mozambique)?",
Namibian_139,adjective,Namibian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Namibia,dbo:Film,dbo:Film,"Give me Namibian (dbo:country res:Namibia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Namibia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Namibian (dbo:country res:Namibia)?",
Namibian_140,adjective,Namibian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Namibia,dbo:Film,dbo:Film,"Give me Namibian (dbo:nationality res:Namibia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Namibia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Namibian (dbo:nationality res:Namibia)?",
Nepalese_141,adjective,Nepalese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Nepal,dbo:Film,dbo:Film,"Give me Nepalese (dbo:country res:Nepal)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Nepal. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Nepalese (dbo:country res:Nepal)?",
Nepalese_142,adjective,Nepalese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Nepal,dbo:Film,dbo:Film,"Give me Nepalese (dbo:nationality res:Nepal)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Nepal. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Nepalese (dbo:nationality res:Nepal)?",
Dutch_143,adjective,Dutch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Netherlands,dbo:Film,dbo:Film,"Give me Dutch (dbo:country res:Netherlands)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Netherlands. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Dutch (dbo:country res:Netherlands)?",
Dutch_144,adjective,Dutch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Netherlands,dbo:Film,dbo:Film,"Give me Dutch (dbo:nationality res:Netherlands)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Netherlands. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Dutch (dbo:nationality res:Netherlands)?",
New-Zealand_145,adjective,New Zealand,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:New_Zealand,dbo:Film,dbo:Film,"Give me New Zealand (dbo:country res:New_Zealand)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:New_Zealand. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is New Zealand (dbo:country res:New_Zealand)?",
New-Zealand_146,adjective,New Zealand,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:New_Zealand,dbo:Film,dbo:Film,"Give me New Zealand (dbo:nationality res:New_Zealand)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:New_Zealand. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is New Zealand (dbo:nationality res:New_Zealand)?",
Nicaraguan_147,adjective,Nicaraguan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Nicaragua,dbo:Film,dbo:Film,"Give me Nicaraguan (dbo:country res:Nicaragua)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Nicaragua. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Nicaraguan (dbo:country res:Nicaragua)?",
Nicaraguan_148,adjective,Nicaraguan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Nicaragua,dbo:Film,dbo:Film,"Give me Nicaraguan (dbo:nationality res:Nicaragua)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Nicaragua. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Nicaraguan (dbo:nationality res:Nicaragua)?",
Nigerian_149,adjective,Nigerian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Nigeria,dbo:Film,dbo:Film,"Give me Nigerian (dbo:country res:Nigeria)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Nigeria. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Nigerian (dbo:country res:Nigeria)?",
Nigerian_150,adjective,Nigerian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Nigeria,dbo:Film,dbo:Film,"Give me Nigerian (dbo:nationality res:Nigeria)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Nigeria. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Nigerian (dbo:nationality res:Nigeria)?",
Norwegian_151,adjective,Norwegian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Norway,dbo:Film,dbo:Film,"Give me Norwegian (dbo:country res:Norway)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Norway. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Norwegian (dbo:country res:Norway)?",
Norwegian_152,adjective,Norwegian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Norway,dbo:Film,dbo:Film,"Give me Norwegian (dbo:nationality res:Norway)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Norway. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Norwegian (dbo:nationality res:Norway)?",
Pakistani_153,adjective,Pakistani,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Pakistan,dbo:Film,dbo:Film,"Give me Pakistani (dbo:country res:Pakistan)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Pakistan. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Pakistani (dbo:country res:Pakistan)?",
Pakistani_154,adjective,Pakistani,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Pakistan,dbo:Film,dbo:Film,"Give me Pakistani (dbo:nationality res:Pakistan)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Pakistan. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Pakistani (dbo:nationality res:Pakistan)?",
Panamanian_155,adjective,Panamanian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Panama,dbo:Film,dbo:Film,"Give me Panamanian (dbo:country res:Panama)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Panama. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Panamanian (dbo:country res:Panama)?",
Panamanian_156,adjective,Panamanian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Panama,dbo:Film,dbo:Film,"Give me Panamanian (dbo:nationality res:Panama)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Panama. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Panamanian (dbo:nationality res:Panama)?",
Paraguayan_157,adjective,Paraguayan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Paraguay,dbo:Film,dbo:Film,"Give me Paraguayan (dbo:country res:Paraguay)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Paraguay. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Paraguayan (dbo:country res:Paraguay)?",
Paraguayan_158,adjective,Paraguayan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Paraguay,dbo:Film,dbo:Film,"Give me Paraguayan (dbo:nationality res:Paraguay)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Paraguay. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Paraguayan (dbo:nationality res:Paraguay)?",
Peruvian_159,adjective,Peruvian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Peru,dbo:Film,dbo:Film,"Give me Peruvian (dbo:country res:Peru)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Peru. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Peruvian (dbo:country res:Peru)?",
Peruvian_160,adjective,Peruvian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Peru,dbo:Film,dbo:Film,"Give me Peruvian (dbo:nationality res:Peru)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Peru. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Peruvian (dbo:nationality res:Peru)?",
Philippine_161,adjective,Philippine,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Philippines,dbo:Film,dbo:Film,"Give me Philippine (dbo:country res:Philippines)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Philippines. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Philippine (dbo:country res:Philippines)?",
Philippine_162,adjective,Philippine,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Philippines,dbo:Film,dbo:Film,"Give me Philippine (dbo:nationality res:Philippines)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Philippines. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Philippine (dbo:nationality res:Philippines)?",
Polish_163,adjective,Polish,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Poland,dbo:Film,dbo:Film,"Give me Polish (dbo:country res:Poland)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Poland. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Polish (dbo:country res:Poland)?",
Polish_164,adjective,Polish,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Poland,dbo:Film,dbo:Film,"Give me Polish (dbo:nationality res:Poland)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Poland. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Polish (dbo:nationality res:Poland)?",
Portuguese_165,adjective,Portuguese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Portugal,dbo:Film,dbo:Film,"Give me Portuguese (dbo:country res:Portugal)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Portugal. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Portuguese (dbo:country res:Portugal)?",
Portuguese_166,adjective,Portuguese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Portugal,dbo:Film,dbo:Film,"Give me Portuguese (dbo:nationality res:Portugal)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Portugal. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Portuguese (dbo:nationality res:Portugal)?",
Romanian_167,adjective,Romanian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Romania,dbo:Film,dbo:Film,"Give me Romanian (dbo:country res:Romania)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Romania. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Romanian (dbo:country res:Romania)?",
Romanian_168,adjective,Romanian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Romania,dbo:Film,dbo:Film,"Give me Romanian (dbo:nationality res:Romania)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Romania. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Romanian (dbo:nationality res:Romania)?",
Russian_169,adjective,Russian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Russia,dbo:Film,dbo:Film,"Give me Russian (dbo:country res:Russia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Russia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Russian (dbo:country res:Russia)?",
Russian_170,adjective,Russian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Russia,dbo:Film,dbo:Film,"Give me Russian (dbo:nationality res:Russia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Russia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Russian (dbo:nationality res:Russia)?",
Saudi_171,adjective,Saudi,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Saudi_Arabia,dbo:Film,dbo:Film,"Give me Saudi (dbo:country res:Saudi_Arabia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Saudi_Arabia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Saudi (dbo:country res:Saudi_Arabia)?",
Saudi_172,adjective,Saudi,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Saudi_Arabia,dbo:Film,dbo:Film,"Give me Saudi (dbo:nationality res:Saudi_Arabia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Saudi_Arabia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Saudi (dbo:nationality res:Saudi_Arabia)?",
Scottish_173,adjective,Scottish,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Scotland,dbo:Film,dbo:Film,"Give me Scottish (dbo:country res:Scotland)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Scotland. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Scottish (dbo:country res:Scotland)?",
Scottish_174,adjective,Scottish,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Scotland,dbo:Film,dbo:Film,"Give me Scottish (dbo:nationality res:Scotland)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Scotland. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Scottish (dbo:nationality res:Scotland)?",
Senegalese_175,adjective,Senegalese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Senegal,dbo:Film,dbo:Film,"Give me Senegalese (dbo:country res:Senegal)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Senegal. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Senegalese (dbo:country res:Senegal)?",
Senegalese_176,adjective,Senegalese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Senegal,dbo:Film,dbo:Film,"Give me Senegalese (dbo:nationality res:Senegal)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Senegal. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Senegalese (dbo:nationality res:Senegal)?",
Serbian_177,adjective,Serbian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Serbia,dbo:Film,dbo:Film,"Give me Serbian (dbo:country res:Serbia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Serbia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Serbian (dbo:country res:Serbia)?",
Serbian_178,adjective,Serbian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Serbia,dbo:Film,dbo:Film,"Give me Serbian (dbo:nationality res:Serbia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Serbia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Serbian (dbo:nationality res:Serbia)?",
